user_id,converted,sent_invite,program,active_days
269,1,0,0,4
270,0,0,1,2
271,1,0,0,2
272,0,0,0,2
273,0,0,0,5
274,0,0,0,1
275,0,0,0,2
276,1,0,0,4
277,0,0,0,7
278,0,0,0,3
279,0,0,0,2
280,0,0,0,1
281,1,1,1,3
282,1,0,0,1
283,0,0,0,1
284,0,0,1,5
285,1,0,0,2
286,0,0,1,3
287,0,1,1,1
288,0,0,1,4
289,1,1,1,1
290,1,0,0,2
291,0,0,0,5
292,0,0,0,1
293,0,0,0,1
294,0,0,0,5
295,0,0,0,1
296,0,0,1,2
297,0,0,0,2
298,1,0,0,1
299,0,0,0,1
300,1,0,0,2
301,0,0,0,1
302,0,0,0,2
303,0,0,0,7
304,0,0,1,4
305,0,0,0,2
306,0,0,0,1
307,0,0,0,2
308,0,0,1,2
309,0,0,0,1
310,0,0,1,3
311,1,0,0,5
312,1,0,1,4
313,1,1,0,1
314,0,0,0,2
315,0,0,0,2
316,0,0,0,6
317,1,0,0,2
318,0,0,0,2
319,0,0,0,2
320,0,0,0,1
321,1,0,0,1
322,0,0,0,2
323,0,1,1,1
324,0,0,1,4
325,1,0,0,1
326,1,1,1,1
327,1,0,0,3
328,0,0,0,2
329,0,0,0,1
330,0,1,1,2
331,1,0,0,2
332,0,0,0,2
333,0,1,1,4
334,0,0,0,2
335,1,0,0,1
336,0,1,1,1
337,0,0,0,1
338,0,0,1,3
339,0,0,0,1
340,0,0,1,3
341,0,0,1,4
342,0,0,1,4
343,0,1,1,2
344,0,0,0,1
345,0,0,0,7
346,0,0,1,4
347,0,0,0,2
348,0,0,0,1
349,1,1,1,4
350,0,0,0,2
351,0,0,0,2
352,0,0,0,3
353,0,0,0,2
354,0,0,0,2
355,1,0,0,1
356,0,0,0,3
357,0,0,0,2
358,0,0,0,5
359,0,0,0,1
360,1,0,0,2
361,1,0,0,3
362,0,0,1,2
363,0,0,0,1
364,0,0,1,6
365,0,0,1,4
366,0,0,0,1
367,1,0,0,3
368,0,0,0,2
369,1,0,0,1
370,0,0,0,1
371,0,0,0,1
372,0,0,0,6
373,0,0,1,1
374,1,0,0,1
375,1,0,0,6
376,1,0,0,3
377,0,0,0,6
378,0,1,1,3
379,0,0,0,2
380,0,1,1,1
381,1,1,1,2
382,1,0,1,4
383,1,0,0,2
384,1,0,0,1
385,0,0,0,2
386,0,0,1,3
387,0,1,1,4
388,0,0,0,1
389,1,1,0,2
390,1,1,1,3
391,1,0,0,3
392,1,1,1,3
393,0,0,0,2
394,0,0,1,4
395,0,0,1,3
396,0,0,0,1
397,1,1,1,3
398,0,0,0,1
399,0,0,0,2
400,0,1,1,4
401,0,0,0,1
402,1,0,1,3
403,0,0,0,2
404,0,0,1,3
405,1,0,0,2
406,0,0,0,2
407,0,0,0,2
408,0,0,0,2
409,0,0,1,2
410,0,0,0,2
411,0,0,0,1
412,1,0,0,1
413,0,1,1,2
414,1,0,0,2
415,0,0,1,2
416,0,0,0,1
417,1,0,1,4
418,1,0,1,4
419,0,0,0,1
420,0,1,1,1
421,0,0,0,1
422,0,0,0,1
423,0,0,0,2
424,0,0,0,2
425,1,0,0,4
426,1,1,0,1
427,1,0,0,3
428,1,0,1,4
429,1,1,0,1
430,0,0,0,2
431,0,0,0,2
432,1,0,0,3
433,0,0,0,1
434,0,0,1,4
435,1,0,0,2
436,0,0,1,4
437,0,0,0,2
438,0,0,0,1
439,0,1,1,5
440,1,0,0,2
441,0,0,1,2
442,0,0,1,3
443,0,0,1,3
444,1,0,0,3
445,0,1,1,1
446,1,0,0,1
447,1,0,0,1
448,0,0,0,1
449,1,0,0,5
450,0,1,1,2
451,1,0,1,4
452,0,0,1,5
453,1,1,1,1
454,0,0,0,2
455,0,1,1,2
456,1,0,0,1
457,1,0,1,4
458,1,0,0,7
459,0,0,0,1
460,0,0,0,2
461,0,0,1,4
462,0,0,0,2
463,0,0,0,1
464,0,0,0,1
465,0,0,1,3
466,0,0,1,4
467,0,0,1,3
468,0,0,0,2
469,0,0,0,1
470,0,0,0,1
471,0,0,0,2
472,1,1,0,1
473,0,0,0,2
474,1,0,1,4
475,1,0,0,3
476,0,1,1,2
477,0,1,1,1
478,1,0,1,4
479,0,0,1,2
480,0,0,0,1
481,1,0,0,7
482,1,0,0,2
483,0,1,1,4
484,0,0,0,1
485,0,0,0,6
486,1,1,0,1
487,1,0,0,3
488,1,0,0,2
489,0,0,0,1
490,0,0,0,2
491,1,0,1,4
492,0,0,0,1
493,1,0,0,3
494,1,0,1,4
495,0,0,0,2
496,0,0,0,1
497,0,0,0,1
498,1,0,0,2
499,0,0,1,4
500,0,0,0,2
501,0,0,0,3
502,1,1,1,4
503,0,0,0,1
504,0,0,0,1
505,0,0,0,1
506,1,0,0,2
507,0,0,0,2
508,0,0,1,2
509,1,0,0,1
510,0,0,0,1
511,0,0,0,1
512,0,0,0,5
513,0,0,1,2
514,1,0,0,3
515,1,0,1,3
516,0,0,0,1
517,0,0,0,2
518,0,1,1,1
519,0,0,1,1
520,0,0,0,1
521,0,0,0,1
522,0,0,1,2
523,1,0,1,3
524,1,1,1,1
525,0,0,1,2
526,1,0,0,1
527,0,0,0,1
528,1,1,0,1
529,0,0,0,1
530,0,0,0,3
531,0,0,0,1
532,1,1,0,1
533,1,0,0,1
534,1,0,0,3
535,0,0,0,2
536,0,0,1,3
537,0,0,1,4
538,0,0,1,3
539,1,1,0,1
540,1,0,0,2
541,0,0,0,2
542,1,0,0,1
543,1,0,0,2
544,0,1,1,6
545,1,0,0,1
546,0,0,0,2
547,0,0,0,2
548,0,0,0,2
549,0,0,0,1
550,0,1,1,5
551,1,0,0,2
552,0,0,0,2
553,0,0,0,1
554,0,0,0,1
555,0,1,1,3
556,0,0,0,1
557,0,0,0,2
558,0,0,0,1
559,0,0,0,1
560,0,0,0,2
561,1,0,0,3
562,0,0,0,1
563,1,0,0,2
564,1,0,0,2
565,0,0,1,3
566,0,0,0,1
567,0,0,0,1
568,0,0,0,2
569,0,0,0,2
570,1,0,0,2
571,0,0,0,1
572,1,1,1,2
573,1,0,0,2
574,1,0,0,1
575,0,0,0,2
576,0,1,1,3
577,1,0,0,1
578,0,0,1,3
579,0,0,1,3
580,0,0,1,3
581,0,0,0,7
582,0,0,1,4
583,1,0,0,2
584,0,0,0,1
585,1,0,0,1
586,1,0,0,2
587,0,0,0,1
588,1,0,0,3
589,0,1,1,2
590,0,0,0,1
591,1,0,0,1
592,0,0,0,6
593,0,0,0,5
594,0,0,0,2
595,1,0,0,2
596,1,0,0,6
597,1,0,0,1
598,0,0,0,1
599,1,1,1,2
600,1,0,0,4
601,0,0,1,3
602,0,0,0,2
603,1,0,0,1
604,1,0,0,1
605,1,0,0,1
606,1,1,1,2
607,0,0,0,1
608,0,1,1,2
609,0,0,0,1
610,0,0,0,2
611,0,0,1,3
612,1,0,0,1
613,1,0,0,2
614,0,0,0,2
615,0,0,0,1
616,1,0,1,4
617,1,1,0,1
618,0,0,0,6
619,1,0,0,2
620,0,0,1,2
621,0,0,1,4
622,0,1,1,1
623,1,0,0,3
624,0,1,1,1
625,1,0,0,1
626,0,0,0,2
627,0,0,0,1
628,0,0,0,5
629,0,0,0,2
630,0,1,1,2
631,1,0,0,1
632,0,0,0,2
633,1,1,1,1
634,0,0,0,1
635,1,0,0,2
636,0,1,1,7
637,0,0,1,5
638,0,0,0,2
639,1,1,1,3
640,1,0,0,5
641,0,0,1,4
642,0,0,1,1
643,0,0,1,4
644,0,0,1,3
645,0,0,0,2
646,0,0,0,1
647,1,1,1,2
648,0,0,0,1
649,1,0,0,2
650,0,0,0,1
651,1,0,1,4
652,1,0,0,1
653,1,0,1,4
654,1,1,1,4
655,0,0,0,1
656,1,1,1,4
657,0,0,0,2
658,0,0,0,1
659,1,0,0,1
660,0,0,0,2
661,0,0,0,2
662,1,0,0,3
663,1,0,0,2
664,1,0,0,1
665,0,0,0,3
666,1,0,0,1
667,1,1,0,7
668,1,0,0,1
669,0,0,0,1
670,1,0,0,2
671,1,0,0,2
672,0,0,0,1
673,0,0,0,7
674,1,0,0,1
675,0,0,1,4
676,1,1,1,4
677,1,0,0,2
678,0,0,0,2
679,1,0,0,2
680,0,0,1,3
681,1,0,0,3
682,0,0,0,3
683,0,0,1,1
684,0,0,1,5
685,0,0,0,1
686,1,0,0,1
687,0,0,1,5
688,1,0,0,4
689,0,1,1,2
690,0,0,0,2
691,0,1,1,3
692,0,0,0,2
693,0,0,0,3
694,0,0,0,3
695,0,0,0,1
696,1,1,1,3
697,1,0,0,3
698,0,0,0,1
699,1,0,0,1
700,0,0,0,1
701,0,0,1,4
702,0,0,1,2
703,0,0,0,7
704,0,0,0,2
705,0,0,1,3
706,1,0,0,3
707,0,0,0,1
708,1,0,0,2
709,0,0,1,2
710,0,0,0,2
711,0,0,0,1
712,1,0,0,2
713,0,0,0,1
714,1,0,0,2
715,0,0,0,5
716,0,0,0,1
717,1,0,0,3
718,1,0,0,1
719,1,0,0,4
720,0,1,1,3
721,0,0,0,2
722,1,0,1,3
723,0,0,0,3
724,0,0,0,1
725,0,0,0,6
726,0,0,0,1
727,0,0,0,2
728,1,0,0,3
729,1,0,0,5
730,1,1,0,1
731,0,0,1,3
732,0,0,0,2
733,0,0,0,1
734,1,0,0,2
735,0,0,0,1
736,0,0,1,3
737,0,0,0,2
738,0,0,0,2
739,0,0,0,1
740,0,0,0,1
741,1,0,0,1
742,0,0,0,2
743,1,0,0,2
744,0,0,0,1
745,0,0,0,1
746,0,0,0,6
747,0,1,1,1
748,0,0,0,2
749,1,0,0,1
750,0,0,1,2
751,1,0,0,6
752,1,0,0,1
753,0,0,0,2
754,0,0,0,1
755,1,1,1,1
756,1,0,1,4
757,0,0,1,4
758,0,0,0,1
759,0,0,0,1
760,0,0,0,2
761,0,0,1,5
762,1,0,0,3
763,1,0,0,2
764,1,0,0,2
765,1,1,1,6
766,1,0,0,2
767,1,0,0,2
768,1,0,1,4
769,0,0,0,2
770,1,1,1,2
771,1,0,1,4
772,0,0,1,7
773,0,0,0,2
774,1,0,0,4
775,1,1,1,2
776,1,0,0,3
777,0,0,0,3
778,0,0,0,1
779,0,0,0,3
780,1,0,1,4
781,0,0,0,1
782,1,0,0,1
783,1,1,1,2
784,1,0,0,4
785,0,0,0,2
786,0,1,1,6
787,0,0,1,3
788,0,0,0,1
789,0,0,0,2
790,0,1,1,2
791,1,0,0,2
792,0,0,1,2
793,0,0,0,1
794,0,0,1,2
795,0,0,0,1
796,0,0,0,1
797,1,1,0,7
798,1,0,0,2
799,1,0,0,1
800,1,0,0,2
801,0,0,0,1
802,0,0,0,1
803,1,0,0,2
804,0,0,0,5
805,1,0,0,2
806,1,1,1,5
807,1,0,0,1
808,1,0,0,2
809,1,0,0,2
810,1,0,0,3
811,0,0,1,4
812,0,1,1,1
813,0,1,1,2
814,1,1,0,1
815,0,0,0,1
816,0,1,0,1
817,0,0,0,1
818,0,0,0,2
819,0,0,0,1
820,1,0,0,1
821,0,0,1,3
822,0,0,0,2
823,0,0,0,2
824,0,0,0,6
825,0,0,0,1
826,0,0,0,1
827,1,0,1,3
828,0,0,0,1
829,1,0,0,1
830,1,0,0,1
831,1,1,1,3
832,0,0,0,1
833,0,1,1,1
834,0,0,0,2
835,1,0,0,2
836,0,1,1,2
837,0,0,0,1
838,1,1,1,3
839,0,1,1,5
840,0,0,0,1
841,1,0,1,4
842,1,0,0,1
843,1,0,0,2
844,0,0,0,2
845,0,1,1,2
846,0,0,0,2
847,0,1,1,3
848,1,0,1,4
849,0,0,0,1
850,0,0,0,2
851,0,0,0,3
852,1,0,0,3
853,0,0,0,2
854,0,0,0,2
855,0,0,0,2
856,0,0,0,2
857,1,0,0,5
858,0,0,0,1
859,1,0,0,5
860,0,0,0,1
861,0,0,0,1
862,1,0,0,4
863,1,1,1,1
864,0,0,0,2
865,0,0,0,1
866,1,0,0,2
867,0,0,1,2
868,1,0,0,2
869,0,0,0,6
870,0,0,1,3
871,0,0,0,5
872,0,0,0,2
873,0,1,1,1
874,0,0,0,6
875,0,1,1,2
876,0,0,0,2
877,1,0,1,4
878,0,0,0,2
879,1,0,0,1
880,1,0,0,1
881,1,0,0,1
882,1,0,0,2
883,0,0,0,2
884,1,0,0,3
885,0,0,0,5
886,1,0,0,7
887,0,0,0,6
888,1,0,0,7
889,0,0,0,1
890,1,0,0,2
891,1,1,1,2
892,1,1,0,1
893,1,1,1,2
894,1,0,1,3
895,0,0,0,2
896,1,0,0,2
897,0,0,0,1
898,0,0,1,1
899,0,0,0,1
900,1,0,1,4
901,0,0,0,1
902,1,0,0,7
903,0,1,1,1
904,0,0,0,1
905,0,0,0,3
906,0,1,1,2
907,0,0,1,4
908,0,0,0,1
909,0,0,0,1
910,0,0,0,2
911,0,0,0,1
912,0,0,1,1
913,0,0,0,1
914,1,0,0,2
915,0,0,0,2
916,0,0,1,2
917,0,0,1,5
918,1,0,0,1
919,0,1,1,2
920,0,0,0,1
921,0,0,0,2
922,1,0,0,1
923,0,0,1,4
924,0,0,1,3
925,1,0,0,2
926,1,0,0,2
927,1,0,0,2
928,1,0,0,1
929,1,1,0,2
930,1,1,1,2
931,1,0,0,2
932,0,0,0,1
933,1,0,0,1
934,0,1,1,1
935,0,0,1,3
936,1,0,0,1
937,0,0,0,1
938,0,0,0,2
939,0,1,1,1
940,0,0,0,1
941,0,0,0,2
942,0,0,1,3
943,1,0,0,2
944,0,0,0,2
945,0,0,0,2
946,1,0,0,2
947,0,0,0,1
948,0,0,0,2
949,1,0,0,2
950,0,0,0,1
951,0,1,1,1
952,0,0,0,2
953,0,0,0,2
954,0,0,1,3
955,0,0,0,1
956,0,1,1,5
957,1,0,0,1
958,0,0,0,1
959,1,0,0,2
960,1,0,0,1
961,0,0,1,2
962,0,0,0,1
963,0,0,0,3
964,0,0,1,1
965,0,1,1,3
966,0,0,0,1
967,0,0,0,5
968,0,0,1,3
969,1,0,0,3
970,1,0,0,1
971,1,0,0,1
972,0,0,0,3
973,0,0,0,1
974,1,0,0,3
975,1,0,0,2
976,0,0,1,3
977,0,0,0,2
978,1,1,0,1
979,0,0,0,1
980,1,1,1,1
981,0,0,1,2
982,1,0,1,4
983,0,0,0,5
984,1,0,0,6
985,0,0,0,1
986,1,0,0,3
987,0,1,1,7
988,0,0,0,1
989,0,0,1,3
990,1,0,0,1
991,0,0,0,2
992,0,0,0,1
993,1,0,0,1
994,1,0,0,1
995,0,0,1,2
996,1,1,1,3
997,0,0,0,1
998,0,0,0,1
999,1,0,0,2
1000,1,0,1,4
1001,0,0,1,3
1002,1,0,0,1
1003,0,0,0,6
1004,0,0,0,1
1005,0,0,0,1
1006,0,0,0,1
1007,0,0,0,2
1008,0,1,1,1
1009,0,0,0,1
1010,1,0,0,2
1011,0,0,0,1
1012,1,0,0,3
1013,0,0,0,2
1014,0,0,0,2
1015,0,0,0,6
1016,0,0,0,1
1017,0,0,0,5
1018,0,1,1,2
1019,1,0,0,6
1020,0,0,1,2
1021,0,0,0,5
1022,1,0,0,1
1023,0,0,0,2
1024,0,0,0,1
1025,0,1,1,1
1026,0,1,1,7
1027,0,1,1,6
1028,1,0,0,2
1029,0,0,0,2
1030,1,0,1,3
1031,0,0,1,3
1032,0,1,1,2
1033,1,0,0,3
1034,1,0,0,2
1035,1,0,0,1
1036,0,0,0,1
1037,1,0,0,2
1038,1,0,0,2
1039,1,0,0,2
1040,1,0,0,2
1041,1,0,0,3
1042,0,0,0,2
1043,1,0,0,3
1044,0,0,0,1
1045,0,1,1,4
1046,1,0,0,1
1047,0,0,0,3
1048,0,0,0,1
1049,1,0,0,1
1050,1,0,0,3
1051,0,0,1,3
1052,0,0,0,2
1053,0,0,0,1
1054,0,0,1,3
1055,0,0,0,2
1056,0,0,0,2
1057,1,0,0,2
1058,1,0,0,3
1059,0,0,0,2
1060,0,0,0,2
1061,1,0,0,1
1062,0,0,1,2
1063,0,0,0,5
1064,0,0,0,3
1065,1,0,0,2
1066,1,0,0,1
1067,0,0,1,4
1068,0,0,0,1
1069,0,0,0,1
1070,1,0,0,1
1071,0,0,1,2
1072,1,0,0,2
1073,1,0,1,4
1074,1,0,0,1
1075,0,0,0,2
1076,0,0,0,1
1077,0,0,0,3
1078,1,0,0,5
1079,0,1,1,5
1080,0,0,0,1
1081,1,0,0,3
1082,0,0,0,2
1083,0,0,0,1
1084,1,0,0,1
1085,1,1,1,3
1086,1,0,0,2
1087,0,0,0,2
1088,1,0,0,2
1089,0,0,0,2
1090,0,1,0,1
1091,0,0,0,2
1092,0,0,1,2
1093,1,1,1,4
1094,1,0,0,1
1095,1,0,0,2
1096,0,0,1,5
1097,1,0,0,2
1098,1,0,1,3
1099,0,0,0,5
1100,1,0,0,2
1101,1,0,0,3
1102,0,0,0,1
1103,1,0,0,1
1104,0,0,1,3
1105,0,1,1,4
1106,0,0,0,1
1107,1,1,1,4
1108,0,0,1,5
1109,0,0,1,2
1110,1,0,0,2
1111,0,0,0,2
1112,0,0,0,2
1113,0,0,1,2
1114,0,0,1,4
1115,1,0,0,5
1116,1,1,1,2
1117,1,0,1,4
1118,0,0,0,1
1119,0,0,0,2
1120,0,0,1,4
1121,0,0,0,1
1122,0,0,0,2
1123,0,0,0,2
1124,1,0,0,2
1125,0,0,0,3
1126,1,1,1,2
1127,0,0,1,5
1128,1,0,0,3
1129,0,0,0,3
1130,0,0,0,1
1131,1,0,1,4
1132,0,0,1,4
1133,0,1,1,2
1134,1,0,0,3
1135,0,0,0,2
1136,0,0,0,1
1137,1,0,0,2
1138,0,1,1,3
1139,0,0,0,2
1140,0,0,0,2
1141,1,1,1,1
1142,0,1,1,2
1143,0,0,0,2
1144,0,1,1,2
1145,1,0,0,3
1146,0,0,0,2
1147,0,0,1,3
1148,0,0,0,1
1149,0,0,1,4
1150,1,0,1,3
1151,0,0,0,1
1152,1,0,0,2
1153,0,0,1,4
1154,0,0,1,4
1155,0,0,0,1
1156,0,0,1,3
1157,0,0,0,5
1158,0,0,1,4
1159,1,0,0,1
1160,0,0,0,3
1161,1,0,0,2
1162,0,0,0,5
1163,0,0,0,2
1164,1,0,0,1
1165,0,0,1,4
1166,1,0,0,3
1167,1,1,1,2
1168,0,0,0,7
1169,1,1,1,2
1170,0,0,0,1
1171,1,1,1,5
1172,0,0,0,1
1173,0,0,0,2
1174,1,0,0,2
1175,1,1,1,3
1176,0,0,0,2
1177,1,0,0,2
1178,1,1,1,4
1179,1,0,0,1
1180,0,1,1,2
1181,0,1,1,1
1182,0,0,1,5
1183,0,0,1,4
1184,1,0,1,3
1185,1,0,1,3
1186,1,0,0,2
1187,1,0,0,2
1188,0,0,0,2
1189,0,0,1,4
1190,1,0,0,2
1191,0,0,1,3
1192,0,0,1,3
1193,0,0,0,5
1194,1,0,0,1
1195,1,0,0,4
1196,1,0,1,4
1197,1,0,1,4
1198,0,0,0,6
1199,1,0,0,2
1200,0,0,0,2
1201,0,0,0,1
1202,1,1,1,2
1203,0,0,0,1
1204,1,0,0,2
1205,0,0,1,2
1206,0,0,0,7
1207,0,0,0,1
1208,1,0,0,2
1209,0,0,1,3
1210,0,0,0,1
1211,0,0,0,6
1212,0,0,0,2
1213,1,0,0,1
1214,1,1,1,2
1215,1,0,0,2
1216,1,0,0,2
1217,1,1,1,2
1218,0,0,1,3
1219,1,0,0,4
1220,0,0,0,2
1221,1,0,1,3
1222,1,1,1,2
1223,0,0,0,1
1224,0,0,0,2
1225,0,0,0,1
1226,1,0,0,1
1227,0,0,0,2
1228,0,0,0,1
1229,1,1,1,5
1230,0,1,1,3
1231,0,0,0,2
1232,0,0,0,2
1233,1,0,0,5
1234,0,0,1,2
1235,1,0,1,4
1236,1,0,0,2
1237,1,0,1,4
1238,1,0,1,3
1239,1,1,1,3
1240,0,0,0,1
1241,1,0,0,2
1242,1,0,0,1
1243,1,0,1,4
1244,0,0,1,3
1245,0,0,0,5
1246,1,0,0,1
1247,1,0,0,1
1248,0,0,0,1
1249,0,0,1,4
1250,0,0,0,1
1251,0,0,1,3
1252,0,0,0,2
1253,0,0,0,2
1254,0,0,0,2
1255,0,0,0,2
1256,0,1,1,1
1257,0,0,0,2
1258,0,1,1,3
1259,1,0,0,3
1260,1,1,1,6
1261,1,0,0,1
1262,0,1,1,5
1263,1,0,1,4
1264,1,0,0,3
1265,0,0,0,1
1266,1,0,0,2
1267,1,1,0,1
1268,0,0,0,2
1269,1,1,1,5
1270,0,0,0,2
1271,1,0,0,1
1272,1,0,0,1
1273,0,0,0,2
1274,0,0,0,2
1275,1,1,1,2
1276,0,0,0,2
1277,0,0,0,1
1278,1,1,1,5
1279,1,0,0,2
1280,0,0,0,3
1281,0,0,0,5
1282,1,0,0,2
1283,0,0,0,2
1284,0,1,1,3
1285,0,0,0,3
1286,1,0,0,1
1287,0,0,0,2
1288,0,0,0,5
1289,0,0,0,1
1290,0,0,0,7
1291,1,0,0,3
1292,0,0,0,2
1293,1,0,0,6
1294,1,0,0,3
1295,1,1,1,2
1296,0,0,0,1
1297,0,0,0,2
1298,0,0,0,1
1299,1,0,0,1
1300,0,0,0,1
1301,0,1,1,4
1302,0,0,0,1
1303,0,1,1,2
1304,1,1,1,3
1305,1,0,1,3
1306,0,1,1,1
1307,1,0,0,1
1308,0,1,1,2
1309,1,0,0,2
1310,1,0,1,4
1311,1,1,1,3
1312,0,0,0,2
1313,0,0,0,2
1314,1,1,0,1
1315,1,1,1,1
1316,0,0,0,2
1317,0,0,0,5
1318,0,0,0,1
1319,0,0,1,1
1320,1,0,0,7
1321,0,1,1,2
1322,0,0,1,4
1323,0,0,1,3
1324,1,0,0,2
1325,0,0,0,1
1326,0,0,0,1
1327,0,0,0,1
1328,0,0,1,1
1329,1,0,0,2
1330,1,1,1,3
1331,1,0,0,1
1332,1,0,1,4
1333,0,0,0,2
1334,0,1,1,5
1335,1,0,1,4
1336,0,0,0,5
1337,1,0,0,2
1338,1,1,1,6
1339,0,0,0,2
1340,1,1,1,2
1341,0,0,0,1
1342,0,0,0,2
1343,0,1,1,2
1344,0,0,0,2
1345,0,0,0,1
1346,0,1,1,2
1347,0,0,0,1
1348,0,0,1,3
1349,1,0,0,1
1350,1,1,0,5
1351,0,0,0,2
1352,1,0,0,2
1353,1,0,0,1
1354,1,0,0,2
1355,1,0,0,1
1356,0,0,0,6
1357,0,0,0,1
1358,0,0,0,1
1359,1,0,0,6
